Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,PR,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
03-1980,78.21,66.74,77.2,73.65,44.14,76.45,41.6,51.99,44.81,64.4,62.4,60.3,39.36,82.42,77.7,58.04,69.74,83.84,67.99,97.14,34.88,49.54,42.85,66.69,70.83,69.99,78.57,80.97,60.93,90.46,79.14,49.57,43.76,73.32,66.94,36.51,67.79,97.54,72.69,50.18,39.18,60.3,61.88,80.43,67.98,85.81,80.71,53.65,60.3,46.87,55.18,71.48,94.9,109.41
04-1980,72.41,67.91,77.56,72.86,44.52,77.04,41.94,51.07,46.32,64.08,62.19,60.6,39.4,82.69,76.77,58.08,69,84.3,68.43,96.4,35.4,50.1,43.38,67.22,71.21,73.54,77.07,77.91,60.19,94.18,80.19,48.63,43.92,72.1,67.41,37.49,67.54,96.49,71.9,49.04,39.75,60.6,62.53,82.62,67.67,87.44,79.49,53.65,60.6,47.01,55.11,71.48,97.54,107.45
05-1980,66.6,69.08,77.91,72.07,44.9,77.63,42.28,50.16,47.83,63.76,61.99,60.8,39.44,82.96,75.83,58.11,68.26,84.76,68.87,95.66,35.93,50.66,43.91,67.76,71.59,77.09,75.57,74.85,59.44,97.9,81.23,47.69,44.09,70.88,67.87,38.47,67.3,95.44,71.11,47.9,40.32,60.8,63.19,84.81,67.35,89.07,78.27,53.65,60.8,47.15,55.04,71.48,100.18,105.49
06-1980,62.14,70.91,79.46,74.78,45.51,79.02,42.62,50.72,48.09,65.48,62.53,61.5,39.22,83.38,78.26,58.6,69.47,84.95,68.66,96.79,36.54,50.9,45.41,67.94,73.02,74.86,77.99,80.97,60.31,94.6,80.34,48.99,43.84,71.3,68.35,39.57,67.99,97.82,73.46,49.29,40.32,61.5,64.76,82.94,67.36,88.56,80.65,54.36,61.5,47.63,55.76,73.05,98.79,108.89
07-1980,57.68,72.74,81.01,77.49,46.12,80.42,42.97,51.29,48.35,67.21,63.08,62.3,39.01,83.8,80.68,59.1,70.68,85.13,68.44,97.93,37.16,51.15,46.91,68.11,74.46,72.63,80.41,87.1,61.18,91.29,79.45,50.29,43.58,71.72,68.83,40.68,68.69,100.21,75.82,50.68,40.31,62.3,66.34,81.06,67.37,88.06,83.04,55.07,62.3,48.11,56.48,74.61,97.4,112.29
08-1980,53.22,74.58,82.57,80.2,46.73,81.81,43.31,51.86,48.61,68.93,63.62,63,38.79,84.23,83.11,59.59,71.89,85.32,68.22,99.06,37.77,51.39,48.41,68.29,75.9,70.41,82.83,93.23,62.05,87.99,78.56,51.59,43.33,72.14,69.32,41.78,69.39,102.59,78.18,52.07,40.31,63,67.91,79.19,67.38,87.55,85.43,55.78,63,48.59,57.2,76.18,96.01,115.69
09-1980,61.94,74.24,82.98,79.99,46.92,81.6,43.52,52.67,47.93,69.41,63.5,62.9,40,82.89,80.51,58.95,71.23,86.28,69.2,99.16,37.7,51.84,46.91,67.94,75.2,70.88,82.59,89.74,62.21,85.71,80.24,50.75,43.95,74.32,69.59,41.07,69.71,101.42,77.06,51.8,39.84,62.9,66.54,78.1,67.56,88.4,85.07,55.59,62.9,50.43,56.93,74.69,100.68,110.51
10-1980,70.66,73.91,83.4,79.78,47.11,81.38,43.73,53.48,47.26,69.88,63.38,62.9,41.22,81.55,77.91,58.31,70.56,87.25,70.17,99.27,37.63,52.29,45.41,67.59,74.51,71.36,82.35,86.25,62.38,83.44,81.91,49.91,44.57,76.5,69.85,40.36,70.04,100.25,75.94,51.54,39.36,62.9,65.17,77.01,67.75,89.24,84.7,55.39,62.9,52.26,56.67,73.2,105.35,105.34
11-1980,79.38,73.57,83.81,79.57,47.31,81.16,43.94,54.29,46.59,70.36,63.26,62.8,42.43,80.21,75.31,57.67,69.89,88.21,71.14,99.37,37.56,52.74,43.9,67.24,73.81,71.84,82.1,82.76,62.54,81.16,83.59,49.06,45.19,78.68,70.12,39.65,70.36,99.08,74.82,51.28,38.89,62.8,63.8,75.92,67.93,90.09,84.34,55.2,62.8,54.1,56.4,71.71,110.02,100.16
12-1980,75.18,72.37,84.22,79.67,47.67,81.08,43.6,52.12,47.28,70.7,64.51,62.9,41.45,79.51,79.58,57.88,70.99,85.78,71.96,100.95,37.96,53.3,48.18,67.65,72.69,71.25,78.47,81.42,63.28,84.45,82.43,48.96,45.16,76.77,70.46,40.03,70.23,99.38,73.54,51.35,38.42,62.9,65.27,74.16,66.68,89.36,84.75,55.78,62.9,53.23,55.76,72.35,105.2,105.34
01-1981,70.98,71.17,84.62,79.77,48.03,81,43.27,49.96,47.97,71.04,65.77,63,40.48,78.8,83.86,58.1,72.09,83.34,72.78,102.53,38.37,53.87,52.45,68.05,71.57,70.67,74.83,80.08,64.02,87.74,81.27,48.86,45.14,74.86,70.79,40.4,70.09,99.68,72.26,51.43,37.95,63,66.75,72.41,65.43,88.64,85.16,56.36,63,52.36,55.12,72.99,100.38,110.52
02-1981,66.78,69.97,85.03,79.87,48.4,80.93,42.93,47.8,48.67,71.39,67.02,63.1,39.5,78.09,88.14,58.31,73.19,80.91,73.6,104.11,38.77,54.43,56.72,68.45,70.45,70.08,71.2,78.74,64.75,91.03,80.1,48.76,45.11,72.95,71.13,40.78,69.95,99.97,70.98,51.5,37.47,63.1,68.22,70.66,64.18,87.91,85.56,56.93,63.1,51.48,54.49,73.63,95.56,115.7
03-1981,74.4,71.03,83.83,80.66,48.72,81.39,43.98,51.13,47.05,72.07,66.97,63.6,39.11,77.73,84.52,59.77,72.55,83.1,73.01,104.33,39.63,54.86,54.16,68.44,70.52,70.2,78.96,80.25,64.84,89.68,80.3,49.36,45.32,76.4,73.68,39.98,70.13,101.26,71.51,51.87,39.06,63.6,68.99,72.68,67.04,90.2,86.8,56.58,63.6,51.43,55.71,73.44,88.19,117.59
04-1981,82.01,72.09,82.64,81.46,49.04,81.86,45.03,54.45,45.44,72.76,66.92,64,38.71,77.36,80.89,61.24,71.92,85.3,72.43,104.54,40.48,55.29,51.59,68.44,70.59,70.33,86.72,81.76,64.93,88.34,80.49,49.95,45.53,79.85,76.22,39.18,70.31,102.54,72.04,52.24,40.65,64,69.75,74.71,69.9,92.49,88.03,56.24,64,51.37,56.93,73.26,80.82,119.47
05-1981,89.63,73.15,81.45,82.26,49.36,82.32,46.07,57.78,43.82,73.44,66.87,64.5,38.32,76.99,77.27,62.71,71.28,87.49,71.84,104.75,41.34,55.72,49.03,68.43,70.66,70.45,94.47,83.27,65.02,86.99,80.69,50.55,45.74,83.3,78.77,38.39,70.48,103.83,72.57,52.6,42.24,64.5,70.52,76.74,72.77,94.79,89.26,55.89,64.5,51.32,58.15,73.08,73.46,121.35
06-1981,90.62,74.49,83.26,84.31,49.92,84.32,46.66,54.87,46.79,72.06,66.94,64.9,37.35,74.48,76.61,62.1,71.99,86.74,71.16,105.88,41.62,55.09,48.08,69.2,71.65,70.32,91.44,87.97,64.94,93.33,80.02,49.9,46.07,83.42,78.95,39.71,70.41,105.82,71.94,52.85,41.65,64.9,71.19,78.93,73.04,95.63,89.09,56.02,64.9,51.17,58.18,73.73,88.07,122.12
07-1981,91.62,75.82,85.07,86.36,50.48,86.33,47.24,51.95,49.75,70.67,67.01,65.4,36.37,71.97,75.94,61.5,72.7,85.98,70.47,107.01,41.9,54.46,47.13,69.97,72.64,70.19,88.41,92.68,64.87,99.67,79.35,49.25,46.39,83.55,79.13,41.04,70.33,107.81,71.31,53.1,41.07,65.4,71.87,81.13,73.32,96.47,88.92,56.15,65.4,51.01,58.21,74.38,102.69,122.9
08-1981,92.61,77.15,86.88,88.41,51.04,88.33,47.82,49.04,52.71,69.28,67.09,65.8,35.4,69.45,75.27,60.9,73.4,85.23,69.79,108.14,42.19,53.83,46.18,70.74,73.64,70.06,85.38,97.38,64.79,106.01,78.69,48.61,46.72,83.67,79.31,42.36,70.25,109.8,70.68,53.35,40.49,65.8,72.55,83.33,73.59,97.31,88.75,56.28,65.8,50.86,58.24,75.03,117.3,123.67
09-1981,96.4,74.96,83.89,86.1,51.27,87.73,47.39,51.67,50.5,70.85,68.11,65.6,27.93,75.68,82.03,61.83,74.09,86.37,69.99,108.8,42.15,54.66,47.99,70.4,74.27,69.66,80.38,91.92,64.31,103.33,78.3,50.71,46.58,84.78,77.06,41.71,69.77,110.05,68.34,52.48,39.97,65.6,71.75,78.56,72.95,98.76,89.95,57.09,65.6,41.18,58.31,71.62,108.5,122.12
10-1981,100.19,72.78,80.9,83.78,51.51,87.13,46.97,54.31,48.29,72.42,69.14,65.5,20.45,81.91,88.79,62.77,74.77,87.51,70.2,109.45,42.12,55.49,49.81,70.05,74.91,69.27,75.38,86.47,63.83,100.66,77.92,52.82,46.44,85.89,74.81,41.05,69.29,110.3,66,51.61,39.46,65.5,70.95,73.8,72.31,100.21,91.15,57.9,65.5,31.5,58.38,68.22,99.7,120.57
11-1981,103.98,70.59,77.91,81.47,51.74,86.53,46.54,56.95,46.08,73.99,70.17,65.3,12.98,88.14,95.55,63.7,75.45,88.65,70.41,110.1,42.08,56.33,51.62,69.71,75.55,68.88,70.37,81.01,63.35,97.98,77.54,54.92,46.3,87,72.56,40.39,68.81,110.54,63.66,50.74,38.95,65.3,70.15,69.03,71.67,101.66,92.35,58.71,65.3,21.82,58.45,64.82,90.9,119.02
12-1981,106.36,71.67,78.64,80.25,51.23,88.15,46.53,52.85,45.13,75.06,70.2,65.8,24.95,83.91,87.66,62.42,74.43,87.92,71.19,110.35,42.34,56.54,49.06,69.8,75.8,69.46,74.34,84.22,64.04,96.09,79.69,54.07,46.95,87.82,75.28,42.65,68.89,111.56,67.69,51.57,39.16,65.8,71.19,61.35,71.77,102.8,90.43,58.2,65.8,35.42,58.49,63.41,93.17,121.1
01-1982,108.75,72.74,79.37,79.03,50.71,89.76,46.52,48.74,44.17,76.13,70.22,66.2,36.92,79.68,79.77,61.13,73.42,87.19,71.97,110.6,42.6,56.76,46.51,69.89,76.05,70.04,78.31,87.42,64.74,94.19,81.85,53.22,47.6,88.63,77.99,44.9,68.97,112.58,71.72,52.39,39.37,66.2,72.22,53.67,71.87,103.94,88.52,57.69,66.2,49.02,58.54,62,95.44,123.18
02-1982,111.13,73.82,80.1,77.8,50.2,91.38,46.51,44.64,43.22,77.21,70.25,66.7,48.89,75.45,71.88,59.84,72.4,86.46,72.76,110.85,42.86,56.98,43.95,69.98,76.3,70.62,82.28,90.63,65.43,92.3,84.01,52.37,48.25,89.45,80.71,47.16,69.05,113.59,75.75,53.21,39.58,66.7,73.26,45.98,71.98,105.09,86.61,57.18,66.7,62.62,58.58,60.59,97.71,125.25
03-1982,108.27,73.41,80.6,79.91,50.44,91.74,46.54,48.71,46.67,77.29,70.83,66.9,45.57,77.47,77.23,60.07,72.61,86.66,72.69,111.34,42.96,56.07,50.12,68.51,76.02,69.96,82.34,92.29,65.97,86.1,83.78,51.11,48.39,90.24,80.32,47.68,68.1,114.55,73.07,53.83,39.92,66.9,72.79,61.46,71.84,105.28,87.54,57.52,66.9,59.89,58.18,63.64,103.49,123.79
04-1982,105.4,73,81.09,82.02,50.68,92.11,46.56,52.79,50.13,77.37,71.41,67.1,42.25,79.49,82.59,60.29,72.82,86.85,72.63,111.84,43.05,55.16,56.28,67.04,75.74,69.29,82.4,93.96,66.51,79.91,83.55,49.85,48.53,91.03,79.94,48.2,67.14,115.5,70.38,54.45,40.25,67.1,72.32,76.94,71.71,105.48,88.48,57.86,67.1,57.16,57.77,66.69,109.27,122.33
05-1982,102.53,72.59,81.58,84.13,50.92,92.48,46.58,56.86,53.58,77.45,72,67.4,38.92,81.51,87.94,60.51,73.02,87.04,72.57,112.33,43.14,54.25,62.44,65.58,75.46,68.63,82.45,95.63,67.05,73.71,83.33,48.59,48.66,91.83,79.55,48.72,66.19,116.45,67.69,55.06,40.59,67.4,71.86,92.41,71.57,105.67,89.41,58.2,67.4,54.43,57.36,69.74,115.05,120.87
06-1982,106.64,72.17,83.24,82.8,51,92.56,46.39,53.72,52.05,78.02,71.49,67,39.36,78.52,84.95,59.4,72.22,87.44,72,112.24,43.42,55.17,56.65,65.76,75.39,69.28,83.97,89.58,66.89,69.27,84.05,50.82,48.55,93.66,79.5,47.18,67.33,116.5,68.3,54.4,40.5,67,72.69,87.79,71.72,105.11,89.79,56.91,67,52.72,56.29,70.01,101.67,120.89
07-1982,110.74,71.74,84.9,81.48,51.08,92.64,46.21,50.59,50.52,78.58,70.98,66.7,39.8,75.53,81.95,58.29,71.42,87.84,71.44,112.14,43.7,56.1,50.86,65.95,75.33,69.93,85.49,83.53,66.73,64.82,84.78,53.06,48.43,95.49,79.45,45.64,68.47,116.54,68.9,53.73,40.4,66.7,73.53,83.16,71.87,104.54,90.17,55.62,66.7,51.01,55.22,70.27,88.29,120.9
08-1982,114.84,71.31,86.57,80.15,51.16,92.73,46.02,47.46,48.98,79.15,70.47,66.3,40.24,72.54,78.96,57.19,70.63,88.24,70.88,112.05,43.97,57.03,45.08,66.14,75.26,70.58,87.01,77.48,66.56,60.38,85.51,55.3,48.31,97.32,79.4,44.1,69.61,116.58,69.5,53.07,40.31,66.3,74.37,78.53,72.02,103.98,90.55,54.33,66.3,49.31,54.15,70.54,74.91,120.91
09-1982,113.95,73.58,85.51,80.42,51.12,94.22,46.26,49.52,49.81,79.17,71.1,66.7,37.38,74.4,81.15,57.79,71.42,88.11,71.51,112.04,44.08,56.11,46.65,62.91,75.75,70.6,86.14,84.4,67.19,66.68,85.31,54.31,47.93,94.73,80.27,44.94,69.86,117.85,71.79,53.18,41.05,66.7,74.08,84.91,72.13,105.15,92.08,56.61,66.7,50.59,55.67,70.74,76.68,122.68
10-1982,113.06,75.86,84.46,80.69,51.07,95.72,46.49,51.59,50.65,79.18,71.73,67,34.52,76.27,83.35,58.4,72.21,87.99,72.14,112.03,44.18,55.18,48.22,59.69,76.24,70.62,85.27,91.32,67.81,72.98,85.11,53.32,47.55,92.15,81.14,45.78,70.11,119.11,74.08,53.28,41.79,67,73.8,91.28,72.24,106.33,93.61,58.88,67,51.87,57.2,70.94,78.45,124.44
11-1982,112.17,78.13,83.41,80.96,51.03,97.21,46.73,53.66,51.48,79.19,72.36,67.4,31.66,78.13,85.55,59.01,73,87.86,72.77,112.02,44.28,54.25,49.79,56.47,76.72,70.64,84.4,98.24,68.43,79.29,84.92,52.32,47.16,89.56,82.01,46.63,70.37,120.38,76.37,53.39,42.52,67.4,73.51,97.65,72.35,107.51,95.14,61.16,67.4,53.15,58.73,71.13,80.22,126.21
12-1982,111.91,77.88,84.71,83.83,51.2,97.05,47.72,52.01,51.35,79.24,72.62,67.8,34.64,79.05,85.9,59,73.4,87.98,73.12,112.3,44.51,54.85,49.69,59.44,77.86,70.92,85.95,92.19,68.69,82.03,85.06,52.84,47.29,92.42,81.11,46.47,70.06,120.47,74.72,53.99,42.72,67.8,74.4,89.32,73.33,107.49,94.27,61.18,67.8,54.06,58.85,72.14,86,125.8
01-1983,111.65,77.64,86,86.69,51.36,96.89,48.71,50.36,51.23,79.29,72.89,68.2,37.63,79.97,86.26,58.99,73.8,88.1,73.47,112.59,44.74,55.44,49.6,62.42,79,71.2,87.49,86.14,68.95,84.77,85.19,53.36,47.41,95.27,80.2,46.31,69.76,120.56,73.08,54.59,42.91,68.2,75.28,80.98,74.31,107.47,93.39,61.2,68.2,54.96,58.97,73.14,91.79,125.39
02-1983,111.4,77.39,87.3,89.56,51.53,96.72,49.7,48.72,51.1,79.34,73.16,68.6,40.62,80.89,86.62,58.98,74.21,88.22,73.82,112.87,44.97,56.04,49.5,65.39,80.14,71.49,89.04,80.08,69.21,87.51,85.33,53.88,47.54,98.13,79.3,46.15,69.46,120.65,71.43,55.19,43.1,68.6,76.17,72.65,75.29,107.46,92.52,61.22,68.6,55.87,59.08,74.15,97.58,124.98
03-1983,111.74,76.99,88.43,89.37,51.51,96.26,49.95,49.52,51.52,79.88,73.19,68.9,40.72,81.23,84.97,59.64,74.16,89.47,74.07,113.35,45.69,56.23,50.35,65,80.07,72.09,89.06,82.62,68.66,91.21,85.24,54.58,48.13,95.06,78.64,46.67,70.25,121.42,72.23,55.43,43.23,68.9,75.27,81.7,75.19,107.43,93.32,61.91,68.9,54.54,58.88,74.8,92.76,122.29
04-1983,112.09,76.59,89.55,89.18,51.5,95.79,50.21,50.32,51.94,80.43,73.23,69.1,40.82,81.57,83.32,60.31,74.12,90.72,74.32,113.83,46.41,56.41,51.2,64.61,80.01,72.7,89.07,85.16,68.11,94.9,85.14,55.28,48.72,92,77.98,47.2,71.04,122.19,73.04,55.67,43.35,69.1,74.38,90.74,75.09,107.4,94.11,62.61,69.1,53.21,58.69,75.45,87.94,119.61
05-1983,112.44,76.19,90.68,88.98,51.49,95.32,50.46,51.12,52.36,80.97,73.26,69.3,40.92,81.92,81.68,60.97,74.08,91.97,74.57,114.3,47.14,56.6,52.05,64.23,79.95,73.3,89.08,87.7,67.57,98.6,85.04,55.98,49.31,88.93,77.32,47.73,71.83,122.96,73.84,55.91,43.47,69.3,73.49,99.79,74.99,107.37,94.91,63.31,69.3,51.88,58.49,76.11,83.12,116.92
06-1983,114.46,77.33,90.88,87.8,51.44,96.13,50.64,52.01,52.74,80.86,73.99,69.5,42.07,81.89,81.55,61.1,73.96,90.81,74.67,113.59,48.01,56.8,52.73,64.41,79.85,74.2,88.18,89.27,68.28,89.42,85.73,56.58,49.87,89.65,78.57,48.33,71.97,123.43,73.44,56.36,44.52,69.5,74.63,91.54,75.23,107.28,93.26,63.28,69.5,53.07,58.09,75.89,86.31,116.4
07-1983,116.48,78.47,91.08,86.61,51.4,96.95,50.82,52.9,53.12,80.75,74.73,69.7,43.22,81.86,81.41,61.24,73.84,89.65,74.77,112.87,48.88,57,53.42,64.59,79.75,75.1,87.28,90.84,68.99,80.25,86.41,57.19,50.43,90.37,79.82,48.92,72.11,123.91,73.04,56.82,45.56,69.7,75.77,83.3,75.46,107.19,91.61,63.25,69.7,54.27,57.7,75.68,89.49,115.88
08-1983,118.49,79.61,91.27,85.43,51.35,97.76,51,53.79,53.5,80.64,75.46,69.9,44.37,81.84,81.28,61.37,73.72,88.49,74.87,112.16,49.75,57.21,54.1,64.77,79.65,75.99,86.39,92.4,69.71,71.07,87.1,57.79,50.99,91.08,81.07,49.52,72.25,124.39,72.64,57.27,46.61,69.9,76.91,75.05,75.69,107.1,89.97,63.22,69.9,55.46,57.3,75.47,92.68,115.36
09-1983,117.83,78.02,91.22,84.93,51.39,95.8,51.48,53.47,54.58,80.69,75.18,70,43.1,81.55,81.83,61.67,73.57,89.12,74.48,112.58,50.23,57.48,55.48,64.05,78.81,76.13,87.71,92.81,69.91,80.41,87.3,57.9,51.45,91.69,79.03,50.75,72.06,124.16,72.56,57.36,46.93,70,75.5,75.64,76.23,107.24,90.86,63.14,70,56.21,57.46,75.51,90.34,113.69
10-1983,117.17,76.43,91.17,84.44,51.43,93.85,51.96,53.15,55.65,80.75,74.9,70.1,41.84,81.27,82.37,61.97,73.42,89.75,74.09,112.99,50.7,57.75,56.86,63.33,77.97,76.27,89.02,93.22,70.12,89.75,87.5,58,51.92,92.29,76.99,51.98,71.88,123.94,72.48,57.46,47.26,70.1,74.08,76.22,76.77,107.38,91.76,63.05,70.1,56.96,57.61,75.54,87.99,112.03
11-1983,116.51,74.83,91.12,83.95,51.47,91.89,52.44,52.83,56.73,80.8,74.62,70.2,40.58,80.98,82.92,62.27,73.28,90.38,73.7,113.41,51.18,58.01,58.24,62.61,77.13,76.41,90.34,93.63,70.32,99.1,87.7,58.11,52.38,92.89,74.94,53.21,71.69,123.71,72.4,57.55,47.59,70.2,72.66,76.81,77.3,107.52,92.65,62.96,70.2,57.72,57.77,75.58,85.65,110.36
12-1983,118.19,78.16,91.9,84.94,51.8,93.65,53.21,52.99,56,81.04,75.53,70.6,41.17,81.03,83.36,62.26,73.21,90.36,74.86,113.36,52.22,58.06,57.75,63.42,78.34,76.52,91.72,97.42,70.81,101.41,86.97,59.07,52.74,92.66,76.52,53.48,71.75,122.14,72.34,57.52,47.16,70.6,74.61,81.16,76.18,107.06,92.04,63.56,70.6,57.45,58.23,75.58,88.91,111.84
01-1984,119.86,81.49,92.69,85.94,52.13,95.41,53.98,53.16,55.26,81.28,76.45,71,41.76,81.07,83.8,62.25,73.14,90.35,76.02,113.31,53.26,58.1,57.25,64.23,79.56,76.63,93.1,101.22,71.31,103.72,86.25,60.02,53.1,92.42,78.1,53.76,71.82,120.57,72.28,57.49,46.73,71,76.56,85.5,75.06,106.59,91.43,64.16,71,57.18,58.7,75.57,92.17,113.32
02-1984,121.53,84.82,93.47,86.94,52.46,97.17,54.75,53.32,54.53,81.52,77.37,71.4,42.34,81.12,84.24,62.25,73.08,90.33,77.18,113.25,54.3,58.15,56.76,65.04,80.77,76.74,94.47,105.01,71.8,106.03,85.52,60.98,53.46,92.19,79.68,54.03,71.89,118.99,72.22,57.45,46.3,71.4,78.5,89.85,73.93,106.13,90.82,64.76,71.4,56.91,59.17,75.57,95.43,114.79
03-1984,120.28,83.08,92.67,88.3,52.49,96.78,55.14,53.72,55.2,81.73,77.91,71.7,43.08,81.85,83.75,62.92,73.92,90.36,76.31,113.62,55.19,58.89,58.02,64.81,80.43,77.15,93.19,103.21,72.92,103.84,86.56,61.78,54.47,91.07,79.33,54.8,72.24,119.32,72.04,58.07,46.57,71.7,78.06,88.07,76.12,106.5,91.49,65.04,71.7,57.19,59.23,76.12,92.72,111.44
04-1984,119.02,81.35,91.86,89.66,52.52,96.38,55.52,54.12,55.88,81.95,78.46,72,43.81,82.57,83.27,63.6,74.77,90.38,75.45,113.98,56.08,59.63,59.27,64.57,80.08,77.57,91.91,101.42,74.04,101.65,87.59,62.59,55.48,89.94,78.99,55.57,72.6,119.65,71.86,58.69,46.84,72,77.62,86.29,78.31,106.86,92.16,65.31,72,57.47,59.3,76.68,90.01,108.08
05-1984,117.76,79.62,91.05,91.02,52.55,95.98,55.91,54.52,56.56,82.16,79,72.3,44.54,83.29,82.78,64.27,75.62,90.4,74.58,114.34,56.97,60.38,60.53,64.34,79.73,77.99,90.63,99.63,75.16,99.47,88.63,63.39,56.5,88.82,78.64,56.34,72.95,119.98,71.68,59.31,47.1,72.3,77.18,84.51,80.5,107.23,92.82,65.58,72.3,57.76,59.36,77.24,87.31,104.72
06-1984,120.24,81.31,91.4,91.17,52.81,96.23,56.83,54.88,57.03,82.51,78.32,72.5,43.96,82.66,83.53,64.28,75.06,90.29,75.34,113.74,58.22,60.61,61,64.43,80.37,79.02,89.89,98.47,74.76,100.62,88.24,64.37,57.19,90.31,77.11,56.95,72.92,118.94,71.06,59.59,48.04,72.5,76.37,87.82,78.11,108.07,93.3,65.99,72.5,58.24,59.66,77.24,88.43,106.56
07-1984,122.71,83,91.76,91.32,53.06,96.47,57.75,55.24,57.5,82.85,77.65,72.7,43.38,82.02,84.28,64.29,74.51,90.18,76.1,113.14,59.46,60.83,61.46,64.53,81.01,80.05,89.14,97.3,74.35,101.78,87.85,65.35,57.88,91.8,75.57,57.56,72.88,117.89,70.43,59.87,48.99,72.7,75.56,91.13,75.73,108.92,93.77,66.4,72.7,58.73,59.96,77.25,89.56,108.4
08-1984,125.19,84.69,92.11,91.48,53.31,96.71,58.67,55.6,57.97,83.2,76.97,73,42.79,81.38,85.03,64.3,73.95,90.06,76.86,112.54,60.71,61.06,61.93,64.62,81.65,81.08,88.4,96.13,73.94,102.94,87.46,66.33,58.57,93.29,74.04,58.16,72.85,116.85,69.81,60.16,49.93,73,74.75,94.44,73.34,109.76,94.25,66.81,73,59.22,60.26,77.26,90.68,110.23
09-1984,124.52,83.59,92.57,90.96,53.44,95.84,58.72,56.07,58.22,82.67,78.08,73.1,42.55,82.03,86.04,64.69,74.67,90.05,76.74,112.21,61.29,61.02,61.42,64.56,81.59,80.88,88.66,94.61,74.74,100.37,87.42,66.98,59.01,93.59,75.6,59.09,72.89,116.98,71.18,60.27,50.05,73.1,75.91,89.91,76.05,109.56,92.8,66.55,73.1,59.23,60.44,76.7,87.29,108.82
10-1984,123.86,82.49,93.02,90.45,53.57,94.96,58.77,56.54,58.47,82.15,79.18,73.3,42.32,82.69,87.05,65.08,75.38,90.03,76.62,111.88,61.87,60.98,60.91,64.49,81.53,80.68,88.93,93.08,75.54,97.8,87.38,67.62,59.44,93.88,77.17,60.02,72.94,117.11,72.56,60.38,50.18,73.3,77.06,85.39,78.76,109.35,91.36,66.28,73.3,59.25,60.62,76.14,83.9,107.41
11-1984,123.19,81.39,93.47,89.93,53.7,94.09,58.82,57.01,58.71,81.63,80.28,73.5,42.08,83.34,88.05,65.46,76.1,90.01,76.51,111.54,62.45,60.94,60.4,64.43,81.48,80.48,89.19,91.55,76.34,95.24,87.34,68.26,59.87,94.17,78.73,60.95,72.98,117.24,73.94,60.49,50.3,73.5,78.22,80.86,81.47,109.15,89.91,66.02,73.5,59.26,60.79,75.58,80.51,106
12-1984,120.64,81.41,93.68,91.05,53.97,95.18,59.84,56.75,59.12,82.07,80.92,73.8,43.12,83.46,86.01,65.57,76.15,90.32,76.89,110.25,63.54,61.37,61.38,65.07,81.8,80.78,91.13,93.72,76.88,96,87.19,68.84,60.42,93.67,78.42,61.73,73.13,116.76,73.11,60.71,50.62,73.8,78.92,83.06,81.6,108.58,91.93,66.69,73.8,59.67,60.88,76.08,83.15,107.3
01-1985,118.08,81.44,93.88,92.17,54.25,96.27,60.86,56.49,59.54,82.51,81.57,74.2,44.16,83.57,83.97,65.68,76.2,90.64,77.27,108.96,64.64,61.79,62.35,65.71,82.13,81.07,93.06,95.88,77.43,96.76,87.03,69.41,60.96,93.17,78.1,62.52,73.28,116.28,72.28,60.94,50.93,74.2,79.63,85.27,81.73,108,93.96,67.35,74.2,60.09,60.97,76.59,85.78,108.6
02-1985,115.53,81.47,94.09,93.29,54.52,97.36,61.88,56.23,59.95,82.96,82.21,74.6,45.2,83.69,81.92,65.79,76.26,90.95,77.66,107.67,65.74,62.22,63.33,66.35,82.46,81.36,94.99,98.05,77.97,97.52,86.88,69.98,61.51,92.67,77.78,63.3,73.44,115.79,71.44,61.17,51.24,74.6,80.33,87.47,81.86,107.43,95.98,68.02,74.6,60.5,61.05,77.09,88.42,109.89
03-1985,115.88,82.26,93.27,93.12,54.76,96.91,62.92,57.03,60.6,83.06,81.27,74.9,44.64,83.61,84.08,66.09,76.7,91.08,77.97,108.55,67.52,62.48,63.99,66.48,82.93,82.26,95.25,95.46,78.45,97.3,87.39,71.95,62.46,92.73,77.82,64.34,73.72,115.18,71.57,61.77,52.18,74.9,80.24,86.32,82.06,107.89,95.37,68.36,74.9,61.4,61.09,77.53,89.43,108.54
04-1985,116.23,83.06,92.44,92.95,54.99,96.46,63.96,57.83,61.24,83.16,80.33,75.3,44.08,83.53,86.23,66.39,77.15,91.21,78.28,109.43,69.3,62.74,64.66,66.62,83.4,83.15,95.5,92.86,78.92,97.07,87.9,73.91,63.41,92.78,77.86,65.39,74,114.57,71.7,62.37,53.13,75.3,80.15,85.17,82.25,108.34,94.76,68.71,75.3,62.3,61.13,77.96,90.44,107.19
05-1985,116.58,83.86,91.62,92.78,55.22,96.01,65,58.63,61.88,83.26,79.4,75.7,43.53,83.45,88.38,66.69,77.6,91.34,78.6,110.31,71.07,63.01,65.32,66.75,83.87,84.04,95.76,90.27,79.4,96.84,88.42,75.88,64.36,92.84,77.9,66.43,74.29,113.96,71.82,62.98,54.07,75.7,80.06,84.02,82.45,108.8,94.16,69.06,75.7,63.21,61.17,78.4,91.46,105.84
